id	name	aliases	charge	formula
ser-D	D-Serine	KEGG:C00740;CAS:312-84-5;BIGG:bigg35846;	0	C3H7NO3
apnnox	alpha-Pinene-oxide	KEGG:C02759;CAS:72936-74-4;BIGG:bigg40512;	0	C10H16O
oxa	Oxalate	KEGG:C00209;CAS:144-62-7;BIGG:bigg34265;	-2	C2O4
ksi_deg3	keratan sulfate I, degradation product 3	BIGG:bigg2416917;	-13	C233H371N16O205S12
ksi_deg20	keratan sulfate I, degradation product 20	BIGG:bigg2416948;	-6	C138H223N9O119S6
ptdcacrn	pendtadenoyl carnitine	BIGG:bigg2422206;	0	C22H43NO4
galfuc12gal14acglcgalgluside_hs	(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1	BIGG:bigg2419403;	0	C56H99N2O31FULLRCO
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs	(Gal)6 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1	BIGG:bigg2419419;	0	C96H165N4O60FULLRCO
dtdprmn	dTDP-L-rhamnose	KEGG:C03319;CAS:572-96-3;BIGG:bigg41621;	-2	C16H24N2O15P2
dopa	Dopamine	KEGG:C03758;CAS:51-61-6;BIGG:bigg42467;	1	C8H12NO2
3mox4hpac	3-Methoxy-4-hydroxyphenylacetaldehyde	KEGG:C05581;CAS:61-33-6;BIGG:bigg46064;	0	C9H10O3
34dhoxpeg	3,4-Dihydroxyphenylethyleneglycol	KEGG:C05576;CAS:61-33-6;BIGG:bigg46054;	0	C8H10O4
hmgcoa	Hydroxymethylglutaryl-CoA	KEGG:C00356;CAS:1553-55-5;BIGG:bigg34727;	-5	C27H39N7O20P3S
andrstndn	Androstenedione	BIGG:bigg2210012;	0	C19H26O2
hexc	hexacosanoate (n-C26:0)	BIGG:bigg1459812;	-1	C26H51O2
2dp6mobq_me	2-Decaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	BIGG:bigg2267531;	0	C58H88O3
4tmeabut	4-Trimethylammoniobutanal	KEGG:C01149;BIGG:bigg36920;	1	C7H16NO
ksi_pre34	keratan sulfate I biosynthesis, precursor 34	BIGG:bigg2296853;	-11	C241H385N17O202S10X
ksii_core4_pre5	keratan sulfate II biosynthesis, precursor 5	BIGG:bigg2299220;	-1	C69H112N6O48X
hspg	heparan sulfate proteoglycan	BIGG:bigg2301817;	-13	C79H113N5O101S12X
4nphsf	4-Nitrophenyl sulfate	BIGG:bigg2320881;	-1	C6H4NO6S
ksi_deg36	keratan sulfate I, degradation product 36	BIGG:bigg2416937;	-1	C62H103N4O49S1
ksii_core2_deg5	keratan sulfate II (core 2-linked), degradation product 5	BIGG:bigg2418060;	-1	C50H82N4O38SX
aact	Aminoacetone	KEGG:C01888;CAS:298-08-8;BIGG:bigg38629;	1	C3H8NO
fucfucgalacglcgalacglcgal14acglcgalgluside_hs	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1	BIGG:bigg2419416;	0	C84H145N4O50FULLRCO
fuc13galacglcgal14acglcgalgluside_hs	III3Fuc-nLc6Cer	BIGG:bigg2419462;	0	C64H112N3O36FULLRCO
hexccrn	hexacosanoyl carnitine	BIGG:bigg2614366;	0	C33H65NO4
tdchola	taurochenodeoxycholate	KEGG:C05465;CAS:67-97-0;BIGG:bigg45864;	0	C26H45NO6S
5adtststerones	5alpha-Dihydrotestosterone sulfate	BIGG:bigg2794980;	-1	C19H29O5S
cbasp	N-Carbamoyl-L-aspartate	KEGG:C00438;BIGG:bigg34984;	-2	C5H6N2O5
5aizc	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	KEGG:C04751;BIGG:bigg44477;	-3	C9H11N3O9P
1p3h5c	L-1-Pyrroline-3-hydroxy-5-carboxylate	KEGG:C04281;CAS:5255-75-4;BIGG:bigg43511;	-1	C5H6NO3
m2mpdol_U	(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog	BIGG:bigg1809506;	-20	C1365H2240N20O320P20
m4mpdol_U	(alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog	BIGG:bigg1809510;	-20	C1485H2440N20O420P20
34dhpac	3,4-Dihydroxyphenylacetaldehyde	KEGG:C04043;BIGG:bigg43022;	0	C8H8O3
ddsmsterol	7-Dehydrodesmosterol	KEGG:C05107;CAS:59865-13-3;BIGG:bigg45126;	0	C27H42O
dmgly	N,N-Dimethylglycine	KEGG:C01026;CAS:1118-68-9;BIGG:bigg36652;	0	C4H9NO2
gacpail_hs	glucosaminyl-acylphosphatidylinositol	BIGG:bigg2282464;	0	C31H58NO14PFULLRCO2FULLR2CO2
ksii_core2_pre7	keratan sulfate II biosynthesis, precursor 7	BIGG:bigg2296696;	-2	C67H108N5O51SX
hs_pre12	heparan sulfate, precursor 12	BIGG:bigg2301808;	-7	C79H119N5O83S6X
hs_deg10	heparan sulfate, degradation product 10	BIGG:bigg2303823;	-9	C55H80N3O70S8
ksi_deg7	keratan sulfate I, degradation product 7	BIGG:bigg2416921;	-10	C210H337N15O181S10
galfucgalacglcgalgluside_hs	Type IB glycolipid	BIGG:bigg2419336;	0	C56H99N2O31FULLRCO
duri	Deoxyuridine	KEGG:C00526;CAS:951-78-0;BIGG:bigg35251;	0	C9H12N2O5
acgam1p	N-Acetyl-D-glucosamine 1-phosphate	KEGG:C04256;CAS:None;BIGG:bigg43457;	-2	C8H14NO9P
am6sa	2-Aminomuconate 6-semialdehyde	KEGG:C03824;BIGG:bigg1445635;	0	C6H7NO3
dhlpro	Dihydrolipolprotein	KEGG:C02972;BIGG:bigg146125;	0	H2S2X
n2m2masn	((N-acetyl-D-glucosaminyl)2-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)	BIGG:bigg1830430;	0	C50H83N4O35X
glc1man	glucose-1,3-mannose oligosaccharide	BIGG:bigg1838717;	0	C12H22O11
ivcoa	Isovaleryl-CoA	KEGG:C02939;BIGG:bigg40861;	-4	C26H40N7O17P3S
3hbcoa-R	(R)-3-Hydroxybutanoyl-CoA	KEGG:C03561;CAS:46495-39-0;BIGG:bigg42080;	-4	C25H38N7O18P3S
pecgon	pseudoecgonine	BIGG:bigg2282520;	-1	C9H14NO3
1a25dhvitd2	1-alpha,25-Dihydroxyvitamin D2	BIGG:bigg2289254;	0	C28H44O3
hs_deg22	heparan sulfate, degradation product 22	BIGG:bigg2303868;	-3	C37H56NO35S
dmnoncrn	4,8 dimethylnonanoyl carnitine	BIGG:bigg2365396;	0	C18H37NO4
tag1p-D	D-Tagatose 1-phosphate	BIGG:bigg2703813;	-2	C6H11O9P
xtsn	Xanthosine	KEGG:C01762;CAS:146-80-5;BIGG:bigg38352;	0	C10H12N4O6
acgam6p	N-Acetyl-D-glucosamine 6-phosphate	KEGG:C00357;CAS:102029-88-9;BIGG:bigg34733;	-2	C8H14NO9P
hgentis	Homogentisate	KEGG:C00544;CAS:451-13-8;BIGG:bigg1485308;	-1	C8H7O4
hdeACP	cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)	KEGG:c16520;BIGG:bigg1437594;	-1	C27H49N2O8PRS
T_antigen	T antigen (core 1)	BIGG:bigg1885354;	0	C14H24NO10X
sucsal	Succinic semialdehyde	KEGG:C00232;CAS:692-29-5;BIGG:bigg34331;	-1	C4H5O3
nwharg	N-(omega)-Hydroxyarginine	KEGG:C05933;CAS:SE: NOS;BIGG:bigg46955;	1	C6H15N4O3
gullac	L-Gulono-1,4-lactone	KEGG:C01040;CAS:1128-23-0;BIGG:bigg36677;	0	C6H10O6
akgp_hs	1-alkylglycerol 3-phosphate (homo sapiens)	BIGG:bigg2255857;	-2	C4H10O4PFULLRCO2
retinal-11-cis	cis-11-retinal	BIGG:bigg2265510;	0	C20H28O
34dhcinm	3,4-Dihydroxy-trans-cinnamate	KEGG:C01197;BIGG:bigg37057;	-1	C9H7O4
gm2_hs	ganglioside GM2 (homo sapiens)	BIGG:bigg2265477;	-1	C49H85N3O25FULLRCO
m(em)3gacpail_prot_hs	mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol-Protein (M4A)	BIGG:bigg2289700;	0	C61H116N4O43P4FULLRCO2FULLR2CO2X
34hpl	3-(4-Hydroxyphenyl)lactate	BIGG:bigg2392410;	-1	C9H9O4
ksi_deg11	keratan sulfate I, degradation product 11	BIGG:bigg2416925;	-9	C180H289N12O158S9
ksi_deg38	keratan sulfate I, degradation product 38	BIGG:bigg2416954;	0	C54H91N3O41
acngalacglcgalgluside_hs	(Gal)3 (Glc)1 (GlcNAc)1 (Cer)1	BIGG:bigg2419342;	-1	C55H95N3O30FULLRCO
